customer_id,customer_name,age,city,state,account_type,application_date,vkyc_start_time,vkyc_end_time,agent_id,agent_name,document_type,document_status,face_match_score,liveness_score,audio_clarity_score,network_quality,fraud_flag,fraud_reason,kyc_status,rejection_reason,turnaround_minutes,escalation_flag,customer_income_band
CUST101015,Pari Krish,41,Chennai,Tamil Nadu,Current,10-05-2026,10-05-2026 14:41,10-05-2026 15:47,AG1017,Uthkarsh Baral,Aadhaar,Valid,89.84,78.9,61.17,Good,No,,Approved,,66,Yes,3-6L
CUST101016,Myra Doshi,45,Pune,Maharashtra,Current,21-04-2026,21-04-2026 04:11,21-04-2026 04:40,AG1015,Lavanya Deo,Aadhaar,Valid,91.92,85.77,97.89,Good,No,,Approved,,29,No,6-10L
CUST101017,Ojas Sahni,45,Bengaluru,Karnataka,Salary,24-02-2026,24-02-2026 07:19,24-02-2026 07:42,AG1040,Nishith Sharma,Driving License,Valid,68.27,61.15,82.2,Good,No,,Rejected,Face mismatch,23,No,10L+
CUST101018,Saanvi Kakar,24,Delhi,Delhi,Current,19-04-2026,19-04-2026 03:29,19-04-2026 04:15,AG1007,Madhup Kapur,Driving License,Valid,59.83,70.91,63.8,Average,No,,Rejected,Face mismatch,46,No,0-3L
CUST101019,Devansh Kapur,39,Ahmedabad,Gujarat,Current,28-03-2026,28-03-2026 21:17,28-03-2026 22:03,AG1041,Siya Master,Driving License,Valid,92.26,74.96,51.27,Good,No,,Rejected,Low audio quality,46,No,0-3L
CUST101020,Keya Iyer,31,Lucknow,Uttar Pradesh,Salary,18-05-2026,18-05-2026 18:22,18-05-2026 18:46,AG1033,Manikya Tara,Driving License,Valid,77.92,88.84,85.68,Good,No,,Approved,,24,No,0-3L
CUST101021,Inaaya  Badami,46,Hyderabad,Telangana,Salary,17-01-2026,17-01-2026 18:57,17-01-2026 20:09,AG1041,Siya Master,Aadhaar,Valid,71,63.24,67.18,Good,No,,Approved,,72,Yes,10L+
CUST101022,Rati Wason,23,Delhi,Delhi,Savings,10-04-2026,10-04-2026 20:26,10-04-2026 20:37,AG1030,Ishaan Kashyap,Passport,Valid,64.29,66.35,88.14,Good,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,11,No,3-6L
CUST101023,Emir Sodhi,22,Hyderabad,Telangana,Salary,19-05-2026,19-05-2026 02:33,19-05-2026 07:18,AG1031,Purab Reddy,Driving License,Valid,97.76,65.49,65.97,Poor,No,,Pending,Network issue,285,Yes,6-10L
CUST101024,Nirvi Salvi,34,Kolkata,West Bengal,Savings,11-04-2026,11-04-2026 03:16,11-04-2026 04:08,AG1025,Ishaan Goyal,Aadhaar,Valid,81.42,68.33,79.14,Good,No,,Approved,,52,No,3-6L
CUST101025,Ivan Sabharwal,33,Ahmedabad,Gujarat,Current,02-01-2026,02-01-2026 10:04,02-01-2026 11:26,AG1021,Trisha Dhillon,Driving License,Valid,82.9,70.6,68.72,Average,No,,Approved,,82,Yes,6-10L
CUST101026,Jivika Roy,34,Chennai,Tamil Nadu,Savings,13-03-2026,13-03-2026 11:42,13-03-2026 12:36,AG1047,Kimaya Balay,Driving License,Valid,75.23,77.78,98.39,Average,No,,Approved,,54,No,0-3L
CUST101027,Suhana Gandhi,53,Lucknow,Uttar Pradesh,Savings,14-05-2026,14-05-2026 23:56,15-05-2026 01:13,AG1013,Divij Gupta,Passport,Valid,85.9,68.55,79.66,Good,Yes,Duplicate identity,Rejected,Duplicate identity,77,Yes,6-10L
CUST101028,Emir Ahluwalia,51,Chennai,Tamil Nadu,Salary,03-01-2026,03-01-2026 06:28,03-01-2026 07:23,AG1031,Purab Reddy,Driving License,Valid,93.54,68.23,97.34,Average,No,,Approved,,55,No,3-6L
CUST101029,Pranay Choudhry,40,Lucknow,Uttar Pradesh,Current,21-02-2026,22-02-2026 00:22,22-02-2026 00:28,AG1000,Anay Shanker,Aadhaar,Expired,93.41,69.92,80.82,Poor,No,,Rejected,Document invalid,6,No,6-10L
CUST101030,Alia Grover,22,Kolkata,West Bengal,Current,13-05-2026,13-05-2026 17:09,13-05-2026 17:49,AG1041,Siya Master,Driving License,Valid,59.36,74.69,82.29,Poor,No,,Rejected,Face mismatch,40,No,10L+
CUST101031,Anahi Som,21,Bengaluru,Karnataka,Savings,13-06-2026,13-06-2026 13:58,13-06-2026 14:06,AG1011,Ranbir Brahmbhatt,PAN,Valid,66.77,97.11,94.37,Good,No,,Rejected,Face mismatch,8,No,10L+
CUST101032,Shray Arora,46,Mumbai,Maharashtra,Salary,12-05-2026,12-05-2026 23:15,12-05-2026 23:39,AG1004,Aniruddh Batra,Aadhaar,Valid,94.71,87.73,63.66,Good,No,,Approved,,24,No,3-6L
CUST101033,Ehsaan Divan,51,Kolkata,West Bengal,Savings,06-01-2026,06-01-2026 10:42,06-01-2026 11:22,AG1046,Vritika Sangha,Aadhaar,Valid,92.2,76.46,98.65,Good,No,,Approved,,40,No,6-10L
CUST101034,Dharmajan Bhardwaj,24,Chennai,Tamil Nadu,Current,05-01-2026,05-01-2026 12:05,05-01-2026 13:21,AG1014,Taimur Vaidya,Aadhaar,Mismatch,94.07,69.37,72.4,Good,Yes,Synthetic voice,Rejected,Synthetic voice,76,Yes,10L+
CUST101035,Stuvan Dugal,32,Pune,Maharashtra,Salary,17-01-2026,17-01-2026 03:34,17-01-2026 04:20,AG1026,Lakshay Sampath,Passport,Valid,91.77,81.73,68.66,Good,No,,Approved,,46,No,6-10L
CUST101036,Amani Srinivasan,42,Kolkata,West Bengal,Current,09-03-2026,09-03-2026 18:46,09-03-2026 19:02,AG1008,Zoya Virk,Driving License,Valid,89.38,65.89,83.63,Poor,No,,Approved,,16,No,6-10L
CUST101037,Elakshi Khurana,65,Jaipur,Rajasthan,Current,24-03-2026,24-03-2026 03:03,24-03-2026 03:28,AG1013,Divij Gupta,PAN,Valid,85.48,95.5,67.17,Good,No,,Approved,,25,No,3-6L
CUST101038,Anika Bava,42,Mumbai,Maharashtra,Current,30-05-2026,30-05-2026 22:34,30-05-2026 23:00,AG1043,Madhup Biswas,Aadhaar,Valid,99.37,81.71,75.98,Average,No,,Approved,,26,No,3-6L
CUST101039,Saira Sarin,61,Mumbai,Maharashtra,Salary,01-03-2026,01-03-2026 07:38,01-03-2026 08:35,AG1014,Taimur Vaidya,Driving License,Valid,71.72,97.38,76.16,Average,No,,Approved,,57,No,0-3L
CUST101040,Samar Bandi,46,Jaipur,Rajasthan,Current,29-01-2026,29-01-2026 10:03,29-01-2026 10:47,AG1048,Vaibhav Raju,Aadhaar,Valid,88.75,88.58,94.66,Average,No,,Approved,,44,No,3-6L
CUST101041,Azad Tailor,49,Hyderabad,Telangana,Savings,09-04-2026,09-04-2026 17:15,09-04-2026 17:29,AG1016,Samiha Karpe,Aadhaar,Valid,91.49,60.94,51.55,Good,No,,Rejected,Low audio quality,14,No,0-3L
CUST101042,Akarsh Vala,60,Kolkata,West Bengal,Salary,22-06-2026,22-06-2026 00:59,22-06-2026 02:19,AG1040,Nishith Sharma,Passport,Valid,55.47,83.84,67.16,Average,No,,Rejected,Face mismatch,80,Yes,10L+
CUST101043,Neelofar Bhagat,65,Bengaluru,Karnataka,Salary,04-05-2026,04-05-2026 16:09,04-05-2026 17:22,AG1027,Rati Sanghvi,Driving License,Expired,77.4,74.02,62.79,Poor,No,,Rejected,Document invalid,73,Yes,0-3L
CUST101044,Seher Dara,61,Lucknow,Uttar Pradesh,Savings,10-06-2026,10-06-2026 08:18,10-06-2026 10:11,AG1015,Lavanya Deo,Driving License,Valid,85.68,99.69,69,Poor,No,,Pending,Network issue,113,Yes,0-3L
CUST101045,Ishita Buch,64,Jaipur,Rajasthan,Savings,11-03-2026,11-03-2026 05:11,11-03-2026 05:17,AG1037,Lakshit Sagar,Driving License,Valid,82.04,78.72,66.14,Good,No,,Approved,,6,No,3-6L
CUST101046,Jhanvi Kala,49,Ahmedabad,Gujarat,Current,22-03-2026,22-03-2026 21:53,22-03-2026 23:04,AG1011,Ranbir Brahmbhatt,Aadhaar,Valid,75.75,87.82,69.41,Good,No,,Approved,,71,Yes,10L+
CUST101047,Mehul Sur,62,Delhi,Delhi,Savings,08-01-2026,08-01-2026 06:35,08-01-2026 06:40,AG1049,Eva Dass,Aadhaar,Valid,74.12,87.4,98.43,Average,No,,Approved,,5,No,10L+
CUST101048,Mohanlal Chanda,29,Kolkata,West Bengal,Savings,08-01-2026,09-01-2026 00:20,09-01-2026 00:39,AG1010,Rasha Kakar,PAN,Valid,70.24,87.25,92.28,Good,No,,Approved,,19,No,0-3L
CUST101049,Navya Saha,48,Lucknow,Uttar Pradesh,Salary,13-04-2026,13-04-2026 10:50,13-04-2026 11:55,AG1017,Uthkarsh Baral,Passport,Valid,71.43,87.89,51.03,Good,No,,Rejected,Low audio quality,65,Yes,0-3L
CUST101050,Vivaan Atwal,26,Kolkata,West Bengal,Salary,13-01-2026,13-01-2026 04:36,13-01-2026 04:56,AG1010,Rasha Kakar,PAN,Mismatch,94.32,86.52,73.73,Good,No,,Rejected,Document invalid,20,No,0-3L
CUST101051,Alisha Rajagopalan,56,Delhi,Delhi,Savings,01-05-2026,02-05-2026 00:17,02-05-2026 01:36,AG1007,Madhup Kapur,Aadhaar,Mismatch,99.64,74.9,63.15,Good,No,,Rejected,Document invalid,79,Yes,10L+
CUST101052,Vidur Agate,29,Hyderabad,Telangana,Current,06-02-2026,06-02-2026 20:49,06-02-2026 22:08,AG1019,Kashvi Char,Aadhaar,Valid,88.45,75.59,68.59,Good,No,,Approved,,79,Yes,0-3L
CUST101053,Lagan Dewan,63,Hyderabad,Telangana,Savings,06-06-2026,06-06-2026 16:59,06-06-2026 18:24,AG1009,Tara Swaminathan,Aadhaar,Valid,63.45,78.94,73.94,Average,No,,Rejected,Face mismatch,85,Yes,0-3L
CUST101054,Kashvi Behl,37,Ahmedabad,Gujarat,Current,27-01-2026,27-01-2026 13:07,27-01-2026 14:32,AG1014,Taimur Vaidya,PAN,Valid,76.4,99.5,53.63,Average,No,,Rejected,Low audio quality,85,Yes,6-10L
CUST101055,Tejas Gaba,60,Bengaluru,Karnataka,Salary,17-05-2026,18-05-2026 00:05,18-05-2026 00:38,AG1030,Ishaan Kashyap,Passport,Valid,69.36,75.75,59.63,Good,No,,Rejected,Face mismatch,33,No,3-6L
CUST101056,Amira Bhandari,30,Kolkata,West Bengal,Salary,28-04-2026,28-04-2026 16:27,28-04-2026 17:43,AG1045,Faiyaz Bose,Aadhaar,Valid,62.05,83.9,64.38,Average,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,76,Yes,0-3L
CUST101057,Oorja Venkataraman,52,Bengaluru,Karnataka,Current,09-03-2026,09-03-2026 07:03,09-03-2026 07:47,AG1032,Piya Gaba,Passport,Expired,75.81,92.19,95.86,Good,No,,Rejected,Document invalid,44,No,10L+
CUST101058,Eva Reddy,61,Lucknow,Uttar Pradesh,Current,07-05-2026,07-05-2026 14:47,07-05-2026 16:00,AG1016,Samiha Karpe,Driving License,Valid,82.11,86.37,78.7,Poor,No,,Approved,,73,Yes,0-3L
CUST101059,Kimaya Hari,54,Chennai,Tamil Nadu,Salary,09-06-2026,09-06-2026 06:27,09-06-2026 07:11,AG1021,Trisha Dhillon,PAN,Valid,65.21,96.98,66.21,Good,No,,Rejected,Face mismatch,44,No,3-6L
CUST101060,Khushi Bhandari,55,Kolkata,West Bengal,Salary,20-02-2026,20-02-2026 17:26,20-02-2026 17:55,AG1045,Faiyaz Bose,PAN,Valid,85,67.52,80.65,Good,No,,Approved,,29,No,6-10L
CUST101061,Sumer Uppal,62,Pune,Maharashtra,Current,07-02-2026,07-02-2026 07:02,07-02-2026 08:28,AG1011,Ranbir Brahmbhatt,Passport,Valid,78.3,64.68,86.14,Good,No,,Approved,,86,Yes,6-10L
CUST101062,Miraya Chadha,46,Pune,Maharashtra,Savings,14-02-2026,14-02-2026 18:02,14-02-2026 18:22,AG1035,Priyansh Bali,PAN,Valid,67.13,82.67,76.87,Good,No,,Rejected,Face mismatch,20,No,10L+
CUST101063,Mannat Rajagopal,27,Mumbai,Maharashtra,Current,04-02-2026,04-02-2026 11:10,04-02-2026 14:29,AG1038,Vivaan Wagle,Passport,Valid,96.57,78.14,99.54,Poor,No,,Pending,Network issue,199,Yes,10L+
CUST101064,Pari Bhavsar,27,Kolkata,West Bengal,Salary,12-03-2026,12-03-2026 11:00,12-03-2026 11:18,AG1008,Zoya Virk,Aadhaar,Valid,63.11,74.42,90.06,Good,No,,Rejected,Face mismatch,18,No,6-10L
CUST101065,Fateh Dar,43,Kolkata,West Bengal,Savings,07-02-2026,07-02-2026 07:17,07-02-2026 07:50,AG1035,Priyansh Bali,Passport,Valid,80.38,60.39,66.88,Average,No,,Approved,,33,No,6-10L
CUST101066,Farhan Chand,60,Delhi,Delhi,Current,05-01-2026,05-01-2026 05:28,05-01-2026 05:53,AG1036,Jiya Vora,Driving License,Valid,89.15,66.86,98.32,Good,No,,Approved,,25,No,0-3L
CUST101067,Rania Bobal,40,Jaipur,Rajasthan,Current,23-01-2026,23-01-2026 16:26,23-01-2026 16:31,AG1042,Keya Iyengar,PAN,Mismatch,73.21,69.66,80.48,Good,No,,Rejected,Document invalid,5,No,3-6L
CUST101068,Aaina Raju,55,Lucknow,Uttar Pradesh,Current,06-06-2026,06-06-2026 18:35,06-06-2026 19:29,AG1001,Nirvaan Choudhury,Driving License,Valid,74.99,69.26,92.36,Average,No,,Approved,,54,No,10L+
CUST101069,Kashvi Handa,30,Hyderabad,Telangana,Salary,10-06-2026,10-06-2026 14:07,10-06-2026 15:08,AG1023,Vaibhav Dewan,Driving License,Valid,90.37,80.91,66.1,Good,No,,Approved,,61,Yes,3-6L
CUST101070,Kabir Kohli,59,Mumbai,Maharashtra,Current,20-04-2026,20-04-2026 11:24,20-04-2026 12:06,AG1024,Myra Tiwari,Passport,Valid,71.92,91.44,60.36,Average,No,,Approved,,42,No,3-6L
CUST101071,Ivana Chacko,48,Bengaluru,Karnataka,Salary,05-05-2026,06-05-2026 01:19,06-05-2026 02:12,AG1031,Purab Reddy,Aadhaar,Valid,83.92,62.58,85.65,Good,No,,Approved,,53,No,0-3L
CUST101072,Reyansh Boase,45,Jaipur,Rajasthan,Current,15-06-2026,15-06-2026 13:13,15-06-2026 14:32,AG1002,Sara Behl,Passport,Valid,66.42,69.12,68.33,Good,No,,Rejected,Face mismatch,79,Yes,3-6L
CUST101073,Saksham Upadhyay,39,Bengaluru,Karnataka,Savings,19-05-2026,19-05-2026 12:05,19-05-2026 12:42,AG1009,Tara Swaminathan,Aadhaar,Valid,96.03,63.69,84.77,Good,No,,Approved,,37,No,10L+
CUST101074,Miraya Bala,56,Kolkata,West Bengal,Current,20-02-2026,20-02-2026 18:42,20-02-2026 20:00,AG1018,Mishti Ranganathan,PAN,Expired,65.26,72.43,76.03,Poor,No,,Rejected,Document invalid,78,Yes,3-6L
CUST101075,Aayush Kibe,50,Kolkata,West Bengal,Salary,12-06-2026,12-06-2026 22:20,12-06-2026 22:47,AG1049,Eva Dass,Aadhaar,Valid,91.19,67.8,85.63,Good,No,,Approved,,27,No,0-3L
CUST101076,Kartik Tandon,29,Pune,Maharashtra,Savings,12-05-2026,12-05-2026 16:07,12-05-2026 16:14,AG1025,Ishaan Goyal,PAN,Valid,96.76,69.8,50.44,Good,No,,Rejected,Low audio quality,7,No,0-3L
CUST101077,Jhanvi Krishnan,61,Bengaluru,Karnataka,Salary,27-03-2026,27-03-2026 09:43,27-03-2026 10:02,AG1010,Rasha Kakar,Passport,Valid,65.84,84.3,68.36,Average,No,,Rejected,Face mismatch,19,No,3-6L
CUST101078,Yuvraj  Sani,54,Bengaluru,Karnataka,Current,13-01-2026,13-01-2026 05:52,13-01-2026 07:04,AG1041,Siya Master,Driving License,Valid,67.87,81.1,74.5,Good,No,,Rejected,Face mismatch,72,Yes,10L+
CUST101079,Zeeshan Savant,59,Lucknow,Uttar Pradesh,Current,16-04-2026,16-04-2026 04:32,16-04-2026 04:41,AG1004,Aniruddh Batra,PAN,Valid,73.15,70.03,96.84,Average,No,,Approved,,9,No,3-6L
CUST101080,Ayesha Chacko,58,Chennai,Tamil Nadu,Salary,22-01-2026,22-01-2026 02:05,22-01-2026 03:31,AG1028,Mahika Ravi,Driving License,Valid,72.14,71.95,51.19,Poor,Yes,Synthetic voice,Rejected,Synthetic voice,86,Yes,3-6L
CUST101081,Jivika Aurora,50,Delhi,Delhi,Savings,29-04-2026,29-04-2026 05:32,29-04-2026 06:36,AG1013,Divij Gupta,Driving License,Valid,65.95,60.65,61.35,Good,No,,Rejected,Face mismatch,64,Yes,6-10L
CUST101082,Riaan Babu,59,Kolkata,West Bengal,Current,24-06-2026,24-06-2026 16:45,24-06-2026 17:39,AG1004,Aniruddh Batra,Passport,Valid,61.52,85.54,55.06,Good,No,,Rejected,Face mismatch,54,No,10L+
CUST101083,Mamooty Luthra,27,Pune,Maharashtra,Savings,30-05-2026,30-05-2026 12:30,30-05-2026 13:39,AG1000,Anay Shanker,Aadhaar,Valid,56.82,99.16,92.36,Good,No,,Rejected,Face mismatch,69,Yes,3-6L
CUST101084,Jayan Sridhar,44,Ahmedabad,Gujarat,Savings,19-02-2026,19-02-2026 02:04,19-02-2026 02:53,AG1018,Mishti Ranganathan,Driving License,Valid,64.8,80.79,51.21,Good,No,,Rejected,Face mismatch,49,No,6-10L
CUST101085,Jivika Sharaf,49,Ahmedabad,Gujarat,Salary,17-04-2026,17-04-2026 14:53,17-04-2026 15:46,AG1042,Keya Iyengar,Aadhaar,Mismatch,88.98,77.29,75.7,Average,No,,Rejected,Document invalid,53,No,6-10L
CUST101086,Ira Kumer,57,Chennai,Tamil Nadu,Savings,27-01-2026,27-01-2026 05:15,27-01-2026 05:37,AG1026,Lakshay Sampath,PAN,Valid,63.8,84.61,63.79,Average,No,,Rejected,Face mismatch,22,No,3-6L
CUST101087,Kaira Bhandari,51,Kolkata,West Bengal,Savings,26-05-2026,26-05-2026 14:42,26-05-2026 14:51,AG1046,Vritika Sangha,PAN,Valid,74.13,82.67,99.52,Average,No,,Approved,,9,No,6-10L
CUST101088,Urvi Magar,57,Hyderabad,Telangana,Salary,27-03-2026,27-03-2026 08:01,27-03-2026 08:53,AG1016,Samiha Karpe,Driving License,Valid,96.43,79.69,54,Poor,No,,Rejected,Low audio quality,52,No,10L+
CUST101089,Hrishita Tata,48,Ahmedabad,Gujarat,Current,11-06-2026,11-06-2026 22:46,11-06-2026 23:22,AG1001,Nirvaan Choudhury,Passport,Valid,69.81,86.53,76.34,Average,No,,Rejected,Face mismatch,36,No,3-6L
CUST101090,Tara Sem,36,Chennai,Tamil Nadu,Current,01-03-2026,01-03-2026 18:49,01-03-2026 19:12,AG1014,Taimur Vaidya,Passport,Valid,98.58,99.55,52.56,Good,No,,Rejected,Low audio quality,23,No,3-6L
CUST101091,Inaaya  Chopra,25,Delhi,Delhi,Current,18-06-2026,18-06-2026 14:11,18-06-2026 15:35,AG1042,Keya Iyengar,Passport,Valid,77.66,76.46,69.99,Average,No,,Approved,,84,Yes,10L+
CUST101092,Ehsaan Shah,34,Bengaluru,Karnataka,Current,21-03-2026,21-03-2026 08:08,21-03-2026 09:15,AG1037,Lakshit Sagar,Passport,Valid,61.9,78.88,51.53,Average,No,,Rejected,Face mismatch,67,Yes,10L+
CUST101093,Rohan Vohra,21,Kolkata,West Bengal,Savings,04-06-2026,04-06-2026 15:49,04-06-2026 16:06,AG1005,Mehul Krishnan,Passport,Valid,82.35,66.58,57.96,Good,No,,Rejected,Low audio quality,17,No,0-3L
CUST101094,Alisha Deep,44,Ahmedabad,Gujarat,Salary,20-03-2026,20-03-2026 01:23,20-03-2026 01:32,AG1018,Mishti Ranganathan,PAN,Mismatch,96.86,91.66,84.87,Average,Yes,Duplicate identity,Rejected,Duplicate identity,9,No,3-6L
CUST101095,Dhruv Kanda,52,Pune,Maharashtra,Savings,02-05-2026,02-05-2026 07:17,02-05-2026 07:46,AG1025,Ishaan Goyal,Aadhaar,Mismatch,62.4,72.36,55,Good,No,,Rejected,Document invalid,29,No,3-6L
CUST101096,Urvi Tak,59,Chennai,Tamil Nadu,Savings,19-04-2026,19-04-2026 01:06,19-04-2026 01:31,AG1031,Purab Reddy,Aadhaar,Valid,78.57,93.19,64.22,Average,No,,Approved,,25,No,0-3L
CUST101097,Lakshay Tak,36,Chennai,Tamil Nadu,Current,06-01-2026,06-01-2026 20:48,06-01-2026 22:16,AG1026,Lakshay Sampath,Passport,Mismatch,84.79,87.73,90.51,Average,No,,Rejected,Document invalid,88,Yes,10L+
CUST101098,Rhea Ramaswamy,25,Pune,Maharashtra,Current,08-02-2026,08-02-2026 08:24,08-02-2026 08:45,AG1046,Vritika Sangha,Aadhaar,Valid,86.5,61.47,52.94,Good,No,,Rejected,Low audio quality,21,No,3-6L
CUST101099,Ivan Randhawa,31,Pune,Maharashtra,Current,06-05-2026,06-05-2026 05:24,06-05-2026 06:29,AG1023,Vaibhav Dewan,Passport,Mismatch,87.2,77.37,56.13,Good,No,,Rejected,Document invalid,65,Yes,0-3L
CUST101100,Vardaniya Chauhan,41,Hyderabad,Telangana,Salary,04-03-2026,04-03-2026 19:51,04-03-2026 20:37,AG1008,Zoya Virk,Driving License,Valid,92.68,92.06,69.48,Good,No,,Approved,,46,No,10L+
CUST101101,Zara Balan,23,Kolkata,West Bengal,Savings,30-04-2026,30-04-2026 21:17,30-04-2026 22:24,AG1009,Tara Swaminathan,PAN,Mismatch,88.67,94.64,59.2,Poor,No,,Rejected,Document invalid,67,Yes,6-10L
CUST101102,Hazel Dey,21,Hyderabad,Telangana,Savings,04-04-2026,04-04-2026 09:41,04-04-2026 10:29,AG1021,Trisha Dhillon,Aadhaar,Valid,67.45,68.07,59.03,Good,No,,Rejected,Face mismatch,48,No,6-10L
CUST101103,Samarth Sarraf,23,Jaipur,Rajasthan,Current,21-05-2026,21-05-2026 12:47,21-05-2026 14:07,AG1027,Rati Sanghvi,Passport,Valid,64.04,65.9,84.02,Poor,No,,Rejected,Face mismatch,80,Yes,3-6L
CUST101104,Riaan Mangat,50,Lucknow,Uttar Pradesh,Salary,10-04-2026,10-04-2026 15:03,10-04-2026 15:16,AG1026,Lakshay Sampath,Driving License,Valid,88.86,61.78,66.63,Good,No,,Approved,,13,No,10L+
CUST101105,Drishya Yogi,37,Lucknow,Uttar Pradesh,Savings,12-02-2026,12-02-2026 02:59,12-02-2026 04:18,AG1025,Ishaan Goyal,Aadhaar,Valid,81.47,77.93,65.01,Good,No,,Approved,,79,Yes,6-10L
CUST101106,Himmat Sheth,53,Ahmedabad,Gujarat,Salary,11-02-2026,11-02-2026 17:34,11-02-2026 18:14,AG1001,Nirvaan Choudhury,Aadhaar,Mismatch,91.8,69.54,50.11,Good,No,,Rejected,Document invalid,40,No,10L+
CUST101107,Biju Devi,55,Chennai,Tamil Nadu,Salary,20-05-2026,21-05-2026 00:39,21-05-2026 01:33,AG1011,Ranbir Brahmbhatt,Passport,Valid,77.25,83.15,76.7,Average,No,,Approved,,54,No,6-10L
CUST101108,Rati Verma,39,Hyderabad,Telangana,Salary,03-01-2026,03-01-2026 15:33,03-01-2026 16:11,AG1042,Keya Iyengar,Aadhaar,Valid,69.73,69.8,73.99,Good,No,,Rejected,Face mismatch,38,No,3-6L
CUST101109,Nishith Bora,30,Chennai,Tamil Nadu,Savings,17-03-2026,17-03-2026 16:01,17-03-2026 17:16,AG1004,Aniruddh Batra,Passport,Valid,64.14,66.54,54.88,Poor,No,,Rejected,Face mismatch,75,Yes,0-3L
CUST101110,Nishith Sidhu,28,Bengaluru,Karnataka,Current,23-06-2026,23-06-2026 14:47,23-06-2026 15:07,AG1032,Piya Gaba,PAN,Valid,89.51,90.26,63.5,Good,No,,Approved,,20,No,10L+
CUST101111,Ayesha Bobal,31,Lucknow,Uttar Pradesh,Savings,20-02-2026,20-02-2026 17:35,20-02-2026 17:42,AG1004,Aniruddh Batra,PAN,Valid,90.35,74.09,69.39,Good,No,,Approved,,7,No,0-3L
CUST101112,Mishti Johal,46,Pune,Maharashtra,Savings,30-01-2026,30-01-2026 05:39,30-01-2026 06:39,AG1032,Piya Gaba,Passport,Valid,78.96,79.1,96.24,Average,No,,Approved,,60,No,0-3L
CUST101113,Alisha Barad,41,Delhi,Delhi,Salary,04-02-2026,04-02-2026 16:05,04-02-2026 17:13,AG1024,Myra Tiwari,PAN,Expired,89.65,89.83,53.35,Average,No,,Rejected,Document invalid,68,Yes,10L+
CUST101114,Yuvaan Kurian,26,Pune,Maharashtra,Savings,06-02-2026,06-02-2026 07:52,06-02-2026 07:57,AG1029,Hazel Sethi,Passport,Valid,75.29,60.15,67.77,Good,No,,Approved,,5,No,6-10L
CUST101115,Rania Vyas,40,Mumbai,Maharashtra,Salary,19-04-2026,19-04-2026 07:10,19-04-2026 08:36,AG1015,Lavanya Deo,Passport,Valid,60.22,65.42,74.72,Good,No,,Rejected,Face mismatch,86,Yes,6-10L
CUST101116,Amani Kohli,47,Kolkata,West Bengal,Savings,23-02-2026,23-02-2026 10:11,23-02-2026 10:35,AG1021,Trisha Dhillon,PAN,Valid,57.46,71.98,98.2,Average,No,,Rejected,Face mismatch,24,No,6-10L
CUST101117,Kavya Agarwal,28,Ahmedabad,Gujarat,Savings,08-03-2026,08-03-2026 05:34,08-03-2026 05:56,AG1023,Vaibhav Dewan,Passport,Valid,88.09,76.23,51.31,Good,No,,Rejected,Low audio quality,22,No,0-3L
CUST101118,Sana Karnik,56,Chennai,Tamil Nadu,Salary,20-05-2026,20-05-2026 20:09,20-05-2026 21:24,AG1045,Faiyaz Bose,Aadhaar,Valid,60.54,83,79.11,Good,No,,Rejected,Face mismatch,75,Yes,0-3L
CUST101119,Chirag Sunder,24,Ahmedabad,Gujarat,Savings,24-02-2026,24-02-2026 04:27,24-02-2026 04:43,AG1017,Uthkarsh Baral,Aadhaar,Valid,68.33,95.72,87.62,Good,No,,Rejected,Face mismatch,16,No,6-10L
CUST101120,Madhav Kala,42,Mumbai,Maharashtra,Savings,18-01-2026,18-01-2026 05:20,18-01-2026 06:40,AG1005,Mehul Krishnan,Driving License,Valid,94.93,61.7,90.48,Good,No,,Approved,,80,Yes,3-6L
CUST101121,Bhamini Desai,21,Delhi,Delhi,Salary,29-04-2026,29-04-2026 03:14,29-04-2026 04:24,AG1026,Lakshay Sampath,PAN,Valid,93.83,85.17,50.84,Good,No,,Rejected,Low audio quality,70,Yes,3-6L
CUST101122,Raunak Ganguly,54,Ahmedabad,Gujarat,Current,09-06-2026,09-06-2026 07:50,09-06-2026 09:20,AG1012,Tarini Ganguly,PAN,Valid,87.7,93.59,74.63,Good,No,,Approved,,90,Yes,10L+
CUST101123,Jivika Varkey,58,Pune,Maharashtra,Savings,25-01-2026,25-01-2026 19:58,25-01-2026 20:03,AG1025,Ishaan Goyal,Aadhaar,Valid,73.44,83.08,63.47,Poor,No,,Approved,,5,No,0-3L
CUST101124,Vedika Garg,46,Chennai,Tamil Nadu,Savings,06-05-2026,06-05-2026 20:37,06-05-2026 20:47,AG1043,Madhup Biswas,PAN,Valid,91.49,83.15,98.36,Good,Yes,Duplicate identity,Rejected,Duplicate identity,10,No,0-3L
CUST101125,Azad Bawa,62,Hyderabad,Telangana,Savings,20-02-2026,20-02-2026 08:30,20-02-2026 09:32,AG1009,Tara Swaminathan,Aadhaar,Valid,84.2,88.62,91.5,Good,No,,Approved,,62,Yes,3-6L
CUST101126,Advik Bhatia,52,Pune,Maharashtra,Current,01-03-2026,01-03-2026 05:19,01-03-2026 06:49,AG1031,Purab Reddy,PAN,Valid,78.25,70.98,83.16,Good,No,,Approved,,90,Yes,3-6L
